unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,pickup_location,dropoff_latitude,dropoff_longitude,dropoff_location
b9c890b3a680846bd817f5195dfe3cd276731a17,01fbd58ba9edb672d7f26b8c367871e49809b05ddc6f31a849c1c6baed7a3845de6c7ed92f468653e65efc209da689eeb607a201d0a39128acbce4f8f3be3a27,5/28/2019 14:00:00,5/28/2019 14:15:00,1440,16.8,,,,,41.75,0,0,29,70.75,Credit Card,Top Cab Affiliation,,,,,,
b9d485ad3213e7cba0abe8fe9d2bf3367d621bef,641c9356c873f4b5fb13d4b2f70d8b4d4b7b2c9805727284f91e0b267d95ef99815b3ecd18ed25b9daedb0ad0ddf0c4173e1d5d0ee99137b184a6f8c062f0b2c,5/11/2019 19:15:00,5/11/2019 19:15:00,0,0,,,,,13,0,0,0,13,Credit Card,Taxi Affiliation Services,,,,,,
b9cd7f402d5c338fb42f446791764749535fff10,e29752f264ca33780c57fec51b15e51dd4dc38c64eb744098d770d8dfc8708f2241ddf46727aa14964d87b8c6e20558861787850176dfe7cad146d2dcff03a2e,5/8/2019 14:45:00,5/8/2019 15:00:00,835,2.28,,,,,10.25,0,0,0,10.25,Prcard,Chicago Carriage Cab Corp,,,,,,
b9d40d5e47464304ed43827734ce5c13ca497f1c,2845f8fe2353cdc20ae1956d27c69e4618a96ad543b8531edaf87e8d793b5bd5295587a106324be7528f1ce980f5c5bb5990a3f50d8a6adc81a17f5b90044f96,5/23/2019 9:00:00,5/23/2019 9:00:00,244,0.6,,,,,4.75,0,0,0,5.25,Credit Card,Chicago Independents,,,,,,
b9cc5cb4f1ed2d63590b55c4407326b2854e5fb6,e2c35dff8bc754fc2b8e2b41774af45912aedd1d47bfa428d8cf6c2fb34018583dec0bae006c89e8a3b618b0e92dfd15878893a1c3de92007886f7e456b6151a,5/23/2019 20:00:00,5/23/2019 21:00:00,2978,17.18,,,,,43.25,9.75,0,5,58.5,Credit Card,Flash Cab,,,,,,
b9ca760b31e6d200d65062eff03adfa995e95355,7b30c143d8ed4be4f32665e498418dec827173d542c32e38bee8b26a9efb1523749a4b79d470d146699c4a504f4fe81bdb77b89f389957d96b3a7b8b3a049102,5/5/2019 23:15:00,5/5/2019 23:15:00,120,0,,,,,4.25,0,0,0,4.25,Cash,Blue Ribbon Taxi Association Inc.,,,,,,
b9c5bfafb31702bbb5f2c99d0b0632cc09d1ec06,3683df8abf7c59bf0e9d46a0de6f2c4ed65b0971fdaa22e2c6c2109ca004f5cd6a12165f425a5589c2e836f5df1a036ea0dbc5592d463ee84dad823da5c2ec83,5/24/2019 15:30:00,5/24/2019 15:45:00,698,1.41,,,,,8.25,3,0,0,11.75,Credit Card,Flash Cab,,,,,,
b9ccc0b396c478acca25b1c4373cae139768b0a3,55ef60184d508809c50a84b8c378a8572fcc0f5bd2ff49fbe9a4ba7265173a909e2999493bfb121a7fd4a55bb708f94d0511d4669e0fb8463b9c222f1284604b,5/10/2019 11:30:00,5/10/2019 12:15:00,2759,17.67,,,,,45.5,7.5,0,4,57.5,Credit Card,Flash Cab,,,,,,
b9ce8293f004673b031dac4b937313137ea550f0,2cf500aa0ed71e6681b5db1b594e13755e492499befaf9499def2b216b960557462d34e8d474d0fc84fac36252995739219e39f5a7b8c664311934a8931e30fb,5/1/2019 17:00:00,5/1/2019 17:15:00,840,0.1,,,,,9.5,0,0,2,11.5,Cash,Blue Ribbon Taxi Association Inc.,,,,,,
b9cadb94103eec5fb65c25246a14ea6197cd1e94,b48076c2785ca694d6a79ba159eabbd4e23d289ec31b8de47ce267aa4529084155cf1dfa667accd6a68e364c00dc9296645247ff3c50e5f8825fc20a38247563,5/22/2019 17:30:00,5/22/2019 18:00:00,2003,2.72,,,,,15.75,0,0,0,15.75,Cash,Flash Cab,,,,,,
b9cfa625ff9d956245b443bcb8c594947d47bd27,c2e7642922627884ea6e26885d164bc342c94110efc234eeacad94132224c9ce4eca9cd85df86f084b41a3ef62bd40e22b2865a29f835f69ea74135a5d9c4eed,5/13/2019 8:15:00,5/13/2019 8:30:00,480,1.5,,,,,7.25,1,0,0,8.25,Credit Card,Star North Management LLC,,,,,,
b9cec6990850691156c60d78b2e977d0e5929bad,4df2912dd50d4f329ca8bbdc29820405a25dab85dd752422ab4f51193fbccb1e163491a14d4cbb36adc4c8dfe78b8b50d2286555a61e45c8f29ea7828f9a8b90,5/21/2019 14:30:00,5/21/2019 14:45:00,780,2.2,,,,,9.75,2.05,0,0,11.8,Credit Card,KOAM Taxi Association,,,,,,
b9d27d767149882f16da35b7a3acc72f828587cf,f166877e4679190e6ec51cb55678238ad315ba133da9a62c0c10a289eab1f30d4b2f9f6f2b90efb413c922919ec97a9f8e6cf963adceb1a9337575df99ff8006,5/8/2019 18:00:00,5/8/2019 18:15:00,1228,13.82,,,,,35,0,0,23,58,Cash,Flash Cab,,,,,,
b9ce138df6570d4898b7e88974f2ffc860b6862e,ce2fdf72180b2899ac6fd35f77ce1a9a47f277ebee7b2add18a7cc5a669d9762c6fb3cb1b42dcfdd3b532ee95a221c5a7575d017a87242518afcdeba0a18c1d2,5/1/2019 13:30:00,5/1/2019 13:30:00,675,2.29,,,,,9.5,0,0,0,9.5,Cash,Flash Cab,,,,,,
b9d462fb381c31a18703f2cbae7fc770f501c4e8,9cf781e3591ef0900a7670c770394eb9318d418bd2e72d02e3411d7e38590ef58c32543e7d1adfffc7af17dd5f3b84931b5341c659972775631b1c2f0dde727d,5/15/2019 19:15:00,5/15/2019 19:30:00,914,5.5,,,,,17,0,0,0,17,Cash,Chicago Independents,,,,,,
b9cc7325c689ac24dccca4885dc2f075e6ca7e5b,4489496317d593d220fd48f54f9db2732a9a1365fb52062e4984b575796cebb6c24954352d5c866d0db22a0ecd0c87f19bbed1657cfd19484aab872dc2d6435b,5/18/2019 14:15:00,5/18/2019 14:30:00,989,4.13,,,,,14.25,0,0,1,15.25,Cash,Nova Taxi Affiliation Llc,,,,,,
b9cc9c6786b31b56f2c793f1bc0bac1628f80e77,7635a82f43e028db25331cde823015a9cf00b79b1c47cbe342bd79689b32e213bb624f12d5b3cf6b8efc9e5f1449bdc7a9fd0f37f6f8995a9a7c41f2de807aea,5/2/2019 10:15:00,5/2/2019 10:15:00,60,0,,,,,111,22.2,0,0,133.2,Credit Card,Taxi Affiliation Services,,,,,,
b9da6c40221368f6273aeb412103c499f652bd4a,9a3c52aa112f46cf0d129fafbd42051b0fb9b0ff8dcb0eec3472aadb095f24941d44fb1fe3234703ef05cc6069702d07f5a27606bc71c85426ac47b1b29728bd,5/6/2019 19:00:00,5/6/2019 19:15:00,553,1.13,,,,,7,2,0,0,9.5,Credit Card,Flash Cab,,,,,,
b9dddf6edabde56f90b6135f4753e0b76ddddbcc,74162326fb801178a68472247fdd36ef1994bf27a590de7303eff1c2697d20b617e5cae4dd791433bfbf4c82eb08cf2134268fa506417ca2265fa05955a52663,5/21/2019 13:15:00,5/21/2019 13:30:00,1020,7.9,,,,,21.75,0,0,0,21.75,Cash,Medallion Leasin,,,,,,
b9d7c08431a76fa4325f1c227232f14f90a766a5,fff84aa08ac78890c6e7da64b817cbd9aad6a124104e099a7482efee1a6bac61a837e1db218e9d38c159f28c8f85187a08a05c8ba54648edc3b91e437357fa84,5/20/2019 17:15:00,5/20/2019 17:30:00,534,1.3,,,,,7.5,2,0,0,10,Credit Card,Chicago Independents,,,,,,
b9e82b6d99686fc5fc6e77acffb9e64aa606112e,1bff274ed006935422e0042a5b4ba149e8ea9d59666cd647324d89a22338e334de8dfe2724ee6ab986c8c6d5fcf3a277586d322b0b8aa9de771590730c4c168e,5/31/2019 8:45:00,5/31/2019 9:00:00,720,1.6,,,,,8.75,2,0,0,10.75,Credit Card,Taxi Affiliation Services,,,,,,
b9e62b060b6b19e7b60f2f6df7bbe1edf89fdc54,79014a1d9bac0ae75f1186aca772109bee4f98041d004dd51f6a256c96372dc38ef493577dd53d99569c1980bb775632e28fe4404f393b8ad9c98d56554a2379,5/8/2019 12:30:00,5/8/2019 13:00:00,1920,17.4,,,,,44.25,9.65,0,4,57.9,Credit Card,Top Cab Affiliation,,,,,,
b9e726765722f28cff0d3fcbc95d334dabefd213,f9ccea6ec8d61adb4b8ee9c07f51c1e5b1cd8d023d05329a305d62c6c50c867355487567bf97124e31265274f094311bf23321e3b85833bc06b132914c6bed06,5/6/2019 14:00:00,5/6/2019 14:15:00,600,1.34,,,,,7.75,3,0,0,11.25,Credit Card,Flash Cab,,,,,,
b9dcbfca2d6c59713b14637cf3b61ccc94727d89,f9aee16b2de2973e98d52db66fb4a63a8dfd859ac95f9a5fa3dc2c2af2b8b4102d6b886a9115509152a8fa875eeea7f4faf1814323ee61c49974209d31404a65,5/23/2019 6:45:00,5/23/2019 7:00:00,566,4.7,,,,,14.25,2.21,0,0,16.96,Credit Card,Blue Diamond,,,,,,
b9dfc5f913fb82683a2d0c741ddc396f02528d34,22548e10dab3e149f756cb9283d6314073c0166532b8595071c6be35fa85cd200848eb97ec2c397cdb946f80bc585498c3d59296c993cdb5c754d6da87826a02,5/16/2019 12:30:00,5/16/2019 13:00:00,1980,16.3,,,,,33.5,5,0,0,38.5,Credit Card,Choice Taxi Association,,,,,,
b9e041d3681c32a8fbee2e23e2b3cbc88fd964db,001330b81e23412049f9c3eff5b6e972a91afe59c9aa36ef29747881b4bf803adfd02b1a71cca5cb8c2214275330aa4520df34d7848100414acb4b4cad642e62,5/14/2019 17:45:00,5/14/2019 17:45:00,39,0,,,,,3.25,0,0,0,3.25,Cash,Blue Diamond,,,,,,
b9e785e039a9acb8377b3e9a2702360bcfee8060,66091eafceb70bdf31ebd6b40b7474d79f14e7b3e0cce23064c9171fce1d2a101202dcd1564fe795aeaf29c967fe40c185b4599af5342abe1a4e4b469c356b1c,5/11/2019 3:30:00,5/11/2019 3:45:00,659,2.3,,,,,9.25,0,0,1.5,11.25,Credit Card,City Service,,,,,,
b9d8416b27a9b26460909bc4c706e8bb4a9731bc,fcaa473b1a8f982e6a4e0d0a1d8913c60a0ab87a1c4019819185f7301eb259dffff8e2d4edb33d07194b2aeac874513dc61977a7fa40c3b5f93702a209468205,5/18/2019 17:00:00,5/18/2019 17:15:00,1025,3.2,,,,,12.75,3.05,0,2,18.3,Credit Card,Flash Cab,,,,,,
b9e45cefb50be6c37464bd4607cc4906254becc8,5f337925e215d6ea2d9b444d0d02af68ee51437bdb49db236b331bb95fdc7c538bf04609b2a6af0ba221d965bac63bedaf0203e28e30c33273b2d3b88ab1961a,5/7/2019 19:45:00,5/7/2019 20:00:00,810,2.32,,,,,10.25,2,0,0,12.75,Credit Card,Checker Taxi Affiliation,,,,,,
b9e837161ac1821f6049935f20481db0a8c0d32e,13ffcb0e6d5abe05e85340993156c3cfda2e4bbbd6d9e313efd996bfc1b1bdb0f33f92b97562357665f300c71f2ae7a53172a69731e5d554c7eae3054e69eb59,5/26/2019 17:30:00,5/26/2019 18:15:00,2259,17.8,,,,,44.75,7.39,0,4,56.64,Credit Card,Flash Cab,,,,,,
b9d64a121e243b8bb3dc4d78b12ad2e787e7311e,884655d853cbe41e1cdf747969f0dc5b55ed2d5f76c09ae207083297c948a813b2dd57912bfb4a6f4230556ab61363257e586827846cf2a89ff35c7c3b1c08e5,5/20/2019 16:45:00,5/20/2019 17:00:00,86,0.12,,,,,3.5,0,0,0,3.5,Cash,Flash Cab,,,,,,
b9e163e0224e09f921e699988dbd2bd6c693a7a0,ab2b9a0930835b7c79d794179c4e53c68aee771064e532492869d4fb759da482e65c241b92b74413e156f09305f8c143f079cee2fa858fc7e0df31bca72ad47a,5/21/2019 15:00:00,5/21/2019 15:00:00,158,0.31,,,,,4.5,0,0,0,4.5,Cash,24 Seven Taxi,,,,,,
b9d62f2850075c9915959c0349468497d35659e9,e4d0e3e6e52230c3d66823a27dbadf419f08bbe37af64232ceb816458aa96b34427fb43f0e3b2393efc1eed9df461c294db4278a71665b8990ea390c1bc89d8f,5/2/2019 12:00:00,5/2/2019 12:15:00,840,0,,,,,14.75,0,0,0,14.75,Cash,Star North Management LLC,,,,,,
b9da97f8c179287cbbd577873a853b18fb9f893e,f58ad8a864f5e4a9aece14dbb6715c6442a70999935fc527d0496361fa9beb84d562a301cb266f8c69c00792a6f76771eb04e4972747bfe49545eb9f294de8dc,5/14/2019 19:00:00,5/14/2019 19:30:00,2172,24.26,,,,,58.5,0,0,36,94.5,Cash,Flash Cab,,,,,,
b9d81f523699ddbd274595bdb33d767f82c5719b,a209f23cf74c79ff445dba952914e7a3fac1ffe04b6aaf3fe7ec39878fd19e42010c644dc9aca2c41cd79df0450dd8bda98242ef6266ef211c5956072f2c8761,5/20/2019 12:45:00,5/20/2019 13:00:00,586,1.55,,,,,7.75,0,0,0,7.75,Cash,Chicago Carriage Cab Corp,,,,,,
b9eb08a1c7ade84808af677dacd9d46db8543290,d46f1838adaa90a600adb08cd4dccefc43096e23448d7b77fec06377c38badf324b914d19dad3ff7f9060b140d88a0fb827f267468437e05eec86e018ea280d7,5/10/2019 15:15:00,5/10/2019 15:30:00,600,0,,,,,7.75,0,0,0,7.75,Cash,Star North Management LLC,,,,,,
b9f179560538316aa16fee7c4efc85df45783d61,6255592c371ce6571936b34f35109bdd1c8aa2961dfc3b0801984c3b7b8db697f0e8f9a491eae8b35ef93aba095b62ad48f65d1eef78e5e85af22657a737ec93,5/18/2019 17:45:00,5/18/2019 18:15:00,1380,5.2,,,,,17.5,0,0,0,17.5,Cash,Choice Taxi Association,,,,,,
b9fb5c1bd7649658854bbb04a1fec8ffc2897a9c,e0b3e1e1ca6320c46aa1688ef894aeae326f89ae0de0f47c6327e5907f4d64a4c1358789f62d4a0b132d0deae7dd9532b8fb29f5efed4da2df77a0ff0fa64bf8,5/1/2019 12:30:00,5/1/2019 13:00:00,1500,17,,,,,41.75,9.15,0,4,54.9,Credit Card,Top Cab Affiliation,,,,,,
69940e43130a545971fa18e69223efdcd54b53dd,377d58cce52c7df74955611340d43e2260f6f0b139aeb21b9d2074bd7d31640c2de7b3a653e4f26aa8876db4424ea209986e3a37aebf5e271b1f76ca954ac5df,5/14/2013 13:45:00,5/14/2013 13:45:00,,0,,,,,40.05,8.01,0,0,48.06,Credit Card,Chicago Elite Cab Corp.,,,,,,
4574b1e143a14d81e24db6dfad24c91f8c641bc5,c0bc00deb27bf4840629b0d6d7c43822b8783db887163ce91c4643add1fdd3aad85b1238f57500e2017ce90a2505973d227f5bf136717d6f40d966c0a74c5024,5/4/2013 0:45:00,5/4/2013 0:45:00,,0,,,,,46.65,5,0,0,51.65,Credit Card,Chicago Elite Cab Corp.,,,,,,
b9eff893b7a68143bd351795ea5fd4e78534a824,712b8b176e0f984a78b0d7c4b37d2a3b60cb0a8ae40debef56e08e186216504aff58a45d36cbabc39465f9d3cd409019b61f0b8edaeb40661f640dd1e3f347d9,5/21/2019 15:30:00,5/21/2019 15:30:00,0,0,17031828801,17031828801,,,2,0,0,0,2,Cash,Taxi Affiliation Services,,,,,,
b9f3304386173d48688b5d64b5e49461d0c415e3,bb0f5c1220143f13ded35db05ed75af60c76f84dd79d4f89588ba39712bc6658facfaceb683e38cd64cb19dda87c284930c62ffb93f47ac9db555e105e300c65,5/30/2019 23:15:00,5/30/2019 23:30:00,646,1.49,,,,,8,4,0,2,14.5,Credit Card,Chicago Carriage Cab Corp,,,,,,
b9f9de2402d0a8f5fde0c10556f587146ccaf0fb,9dda60f327b3c28b73e08caa01f0d8740a9082069d69465a8044751386dc954766abeec8c04f226342b65cbae84188295885b55c04f4bd5c2f1b86c902b2b9d3,5/9/2019 8:00:00,5/9/2019 8:00:00,0,0,,,,,2,0,0,0,2,Cash,Taxi Affiliation Services,,,,,,
b9f52975e18de7e345bcb100c525338326c0d2e5,5985b42dd0cbd4492cd51df71c1fd5dbed60edb96d589b7523ef35dc77c6c71f44a49c6f496ac294a51ca6584790e4ee608578553b82960ccb6de65f7bbb2bd6,5/5/2019 14:45:00,5/5/2019 15:00:00,452,1.9,,,,,8.75,3,0,0,12.25,Credit Card,Flash Cab,,,,,,
b9eb322f3345c158e15d985ab0a95d2b7f490be2,74162326fb801178a68472247fdd36ef1994bf27a590de7303eff1c2697d20b617e5cae4dd791433bfbf4c82eb08cf2134268fa506417ca2265fa05955a52663,5/23/2019 16:30:00,5/23/2019 17:45:00,4860,15.4,,,,,45.75,10.05,0,4,60.3,Credit Card,Medallion Leasin,,,,,,
b9f6d0838b1b27aeb2de8ae439da3c1d97158cbf,81d652b4d1a83430b2ecbdd8f126b135f9f37b6115b7a51aabeb72edfa7fda22ace947a09e70ddd35edb5cb1bd1d7a8f25041e696029dc33f701f98e85de0e23,5/20/2019 19:30:00,5/20/2019 19:30:00,48,0,,,,,3.25,0,0,0,3.25,Cash,Taxi Affiliation Service Yellow,,,,,,
b9f0acfbee4a73498643f4adb35d13eeb312d670,056d6f1b203358cf84922075a99e40eb045f187b65ce590e3b43ea092a54cf34d07e4b738134b0800362108647e456dd1f411ddab6355cf5fca3321806fa66eb,5/6/2019 16:15:00,5/6/2019 16:30:00,480,1.8,,,,,8.25,0,0,0.5,8.75,Cash,Star North Management LLC,,,,,,
b9eedad4982253aa572fdff711a3abf53348d922,eb7a89d19be898811c37c619c60ca577d03d0fef742f66d96792b7bfa8c4cdfd37cfd0012dce1ea175f6f845aa6557d638b9b569459f9136dbc964acd76f1eac,5/9/2019 7:00:00,5/9/2019 7:15:00,445,2.97,,,,,10.25,0,0,0,10.25,Cash,Flash Cab,,,,,,
b9ef39ed1f741217c1bc0c097877f558b142375f,b584da8428a7c2377188bf309714a2b2f37081876bb14e15adc4e28df615b856e857d01f19dc9e38eb53b95c9ababb8e671073e3e6715f6c580fe8e44901729b,5/17/2019 17:45:00,5/17/2019 18:00:00,854,1.73,,,,,9.5,2,0,0,11.5,Mobile,Flash Cab,,,,,,
b9ee617f5ab590bebc10cd9ac74a64f90f6e53c4,1febec10403e7978c9ca2790c5a32093ef0fe059ccc98d301782903498d1a0f3492f0ddb953e697bc5e94f3ff4b855078b4e43fe841f5bbb5ca02e700be6fd30,5/5/2019 5:00:00,5/5/2019 5:30:00,1680,18.6,,,,,45.5,4.5,0,0,50,Credit Card,Choice Taxi Association,,,,,,
b9ef15010673bb69c93182dc369db532f1247b59,5f337925e215d6ea2d9b444d0d02af68ee51437bdb49db236b331bb95fdc7c538bf04609b2a6af0ba221d965bac63bedaf0203e28e30c33273b2d3b88ab1961a,5/13/2019 21:00:00,5/13/2019 21:30:00,1733,11.35,,,,,32,7.3,0,4,43.8,Credit Card,Checker Taxi Affiliation,,,,,,
b9eb3015a7aa62c86542237801650459a0673845,8f03724d05d5815d0a51f3186e5d1f3492f268ccc42dcaca0f8f23267fab98ec77aeee50940b5c605e479dbfe2fd8a7cc5f87c4aa26f3c2f46ed15a3ae5a1976,5/23/2019 16:30:00,5/23/2019 16:30:00,0,0,,,,,35,5,0,0,40,Credit Card,Suburban Dispatch LLC,,,,,,
b9f5b25cd3011fdd0ba46e99341d7ce5d93f16bc,fe3715c762210bf8125ab6526991e131d98d1daa40884536856f5cdbaa9b73591e3aa901a93194be32030f58773b41592036a6f72344d0f83f2846ddc3fff760,5/29/2019 14:15:00,5/29/2019 14:15:00,0,0,,,,,10.25,2.1,0,0,12.35,Credit Card,Star North Management LLC,,,,,,
b9fb7afc38d4b9141e1596ac4039eba602c8c834,1ea07d32f4c083a6055f21ead2ca1acad6f1dd6d39c52d75f96c620ce7a686120a0340b6fce6a93419d08dbbd95ea044021f52166f5fe05b4038955291ceeeef,5/20/2019 15:45:00,5/20/2019 16:00:00,660,3.5,,,,,12,3.35,0,1,16.35,Credit Card,"Taxicab Insurance Agency, LLC",,,,,,
b9f327f05f968d5020b92d7729271b130d05befa,3767536e5623ed437fc50a5f0dc6be0167a94654b789b1c2d97ddf6cf07c49e40acfc0b6f57a9a064ebb87d95ec78527ed7ebadd68f53d0f4909562e1c70a8a7,5/9/2019 11:30:00,5/9/2019 11:45:00,516,1.3,,,,,7,0,0,0,7,Cash,City Service,,,,,,
b9ec09069b6f156f3c89d445f408e06c90f425cd,45260748eb9acd59ebe666d37666b5d313877b5ae9b96520a92ff0033bc4928726aea08b471ad502212bdd8182b0946db4bb57ce7f9fb09724646d97f50aa2a6,5/19/2019 8:30:00,5/19/2019 8:45:00,1483,13.32,,,,,34.5,0,0,0,34.5,Cash,Flash Cab,,,,,,
ba0e306b56323525732b3435b633497967909c31,ac01e1fea27fa4aa69f576a855b1571944935ea42aa8bd0cbefa977964d60228e729d4df4c3b5e5b3c8f50dd4d60b6f5b5b93a9cfa84e1fc6901e5d11d4c2a65,5/28/2019 10:30:00,5/28/2019 10:30:00,0,0,,,,,30.6,5,0,0,35.6,Credit Card,Suburban Dispatch LLC,,,,,,
b9fdc7c9cceee8e966501b50f1d566ccb25153ab,5027ab588dd646469d3d23662190200f0531c1e6f9a918a96057a91a55bd6bbb9a818916f0bfac144fdfa4525ad4d9132f92f9fc3d02587acaaea66bc7d047a6,5/13/2019 19:30:00,5/13/2019 19:30:00,57,0.3,,,,,3.75,0,0,0,3.75,Cash,Medallion Leasin,,,,,,
ba0e06b87f4982cead830867adbd37de751ad0e2,949b2b62a50681d3d1b5b44d94ee42384a57fd625d30d05e3e42493991598f758c7800cb232fed81cb5f9e21fe3cdd569dd886bc8c75c0df492b681e9cb0d1b3,5/29/2019 17:45:00,5/29/2019 17:45:00,540,0,,,,,7.5,0,0,0,7.5,Cash,"Taxicab Insurance Agency, LLC",,,,,,
b9fdd9e450ca09e90f6c5272202cfec04e72489f,d6d5194c8f712167fb1c63ef4409ce18414e022c65b7e6201f08da0f077f9ccd93136497dbda4f3c03109e59dfd78b3eea2db3e015d42fad91694896cd30e7a9,5/7/2019 0:00:00,5/7/2019 0:15:00,1440,16.3,,,,,41.5,0,0,4,45.5,Cash,Chicago Independents,,,,,,
ba093985b19afa8e7dee75cef08d414c9fb3b438,ef249ea2c31ccb20ce9eb258d3116254a6f9fe05c7cc84c055207c5280324dfad3299739b719d7241794eef9c950da3dee20513774182b30f6c7fcc6d4e7fc1e,5/15/2019 18:45:00,5/15/2019 19:15:00,1329,3.83,,,,,15,2,0,0,17.5,Credit Card,Taxi Affiliation Service Yellow,,,,,,
ba09bb08d36865d77b67b5c1fde531ea4e091fb8,22548e10dab3e149f756cb9283d6314073c0166532b8595071c6be35fa85cd200848eb97ec2c397cdb946f80bc585498c3d59296c993cdb5c754d6da87826a02,5/8/2019 22:00:00,5/8/2019 22:00:00,300,1.2,,,,,6.5,0.98,0,0,7.48,Credit Card,Choice Taxi Association,,,,,,
ba0648ca1d82dcd0c5df36d23565c582cbd13133,285278cefef33721ed55b9e47e066a614b03ed0055f0a7e170120f3e67bcce627640871a9214f76ff9b78b08cac20e6b0f2cbf0f29e787aeb5856bc09465cbac,5/2/2019 17:15:00,5/2/2019 17:30:00,1346,3.28,,,,,14,2.1,0,0,16.1,Mobile,Flash Cab,,,,,,
ba081b31641a0c9c8f6cde9dcf43732c482af8e3,4985679c5d03d534d606702c915a7c74f83edb456f886effa3de5d1ba947ddfb6680d3a1bac2af8b92795255cdf984f2fdaf62ae00a3771dea6d6c58b2ee5d10,5/3/2019 15:45:00,5/3/2019 16:45:00,3240,18.4,,,,,46.5,10.1,0,4,60.6,Credit Card,Choice Taxi Association,,,,,,
ba0c2dc933902d5e6d777f8a975ecaf4218b4dc4,791d74df896226a452a8e223e2ec9fa0df7d80bb7ca1803a962825ee533a7efeda3d8c70a664fac35aa72b8ac4766174a796ff100f1b084081dd20b07a412e46,5/6/2019 13:45:00,5/6/2019 13:45:00,300,0.4,,,,,5,0,0,1,6,Cash,Taxi Affiliation Services,,,,,,
b9fe7193907b16027399c6d2dc384cee8610cc2e,7cfb14f0417008b15eb0c9b5b482bb7ef3a8d2799597ae0c224ce4050a8526e20670e7c60aa2b8dcf5d5b327e2277b85911591b97bf7bbc07a0b1629c7ca6fab,5/8/2019 15:00:00,5/8/2019 15:15:00,443,1.36,,,,,7.25,1.1,0,0,8.85,Credit Card,Flash Cab,,,,,,
ba00f2bd7cff221d37641b71c5d63febdeb23989,fa0a84435b292833f8429400e94600f4b71dd17cafbaf54e7ee337a28fb45cf758d7a69276efdd283eca0c39c4aca6dafed346b7518f82db275624aa3b128b4a,5/3/2019 17:15:00,5/3/2019 17:15:00,240,1.2,,,,,5,0,0,0,5,Cash,Taxi Affiliation Services,,,,,,
ba10ca78fcf72645714d391ac160571d531a3e61,a8078f80a679e11f94f21e3bc8e205025db5e17d1f204c177c60415fb20e9971a5b6352b2573a91ddac200b598a011997ed4f7a43a4280f9b927619d0a9a31c0,5/17/2019 12:15:00,5/17/2019 12:15:00,480,1.3,,,,,7,1,0,0,8,Credit Card,"Taxicab Insurance Agency, LLC",,,,,,
ba0b2abb46bfe486fbdd6639613c08ef156f2e8a,ce2fdf72180b2899ac6fd35f77ce1a9a47f277ebee7b2add18a7cc5a669d9762c6fb3cb1b42dcfdd3b532ee95a221c5a7575d017a87242518afcdeba0a18c1d2,5/28/2019 19:30:00,5/28/2019 19:45:00,350,0.81,,,,,5.75,0,0,0,5.75,Cash,Flash Cab,,,,,,
ba068ce6cc69767ef93145c59e17231950f5019a,2354c93bbaa7dac1e0d85d0bca366db1f91abf56b9731a312f86814bd008e20a65570b38d2e5ba14a1d53f6305814b8479c4ec2ed85badfdc8d11c3f246f7a85,5/17/2019 14:15:00,5/17/2019 15:15:00,3660,20.1,,,,,50.75,13.8,0,4,68.55,Credit Card,Choice Taxi Association,,,,,,
b9feada7160e4b2eece1f3939463da90a1b95503,9b27e88e4aaf1baf7c5258a585aa5fb93156885a6e973f42a68715785beb84a4c2c09d83ab16d6f1a87128eb80c0af0ec350fd9a40348ce4ee1fcfb5fba51921,5/13/2019 16:45:00,5/13/2019 17:15:00,2016,9.46,,,,,25.5,0,0,5,30.5,Cash,Flash Cab,,,,,,
ba018f7cb9f47e4843fd56420704902825217582,d95b99518116b5f943d75828e78c02e668ec6add7d28baf8548752f0e6b263d92e916f0af3caf8ce99349f1b1de1045fee29f713f2634b94371781c5c83d4ba8,5/11/2019 17:45:00,5/11/2019 18:00:00,540,0.9,,,,,6.75,4,0,1,11.75,Credit Card,Choice Taxi Association,,,,,,
ba042413eb8328184406ed1199b9e97b5a2fcbda,d95b99518116b5f943d75828e78c02e668ec6add7d28baf8548752f0e6b263d92e916f0af3caf8ce99349f1b1de1045fee29f713f2634b94371781c5c83d4ba8,5/14/2019 16:15:00,5/14/2019 17:00:00,3060,17.8,,,,,45.5,9.05,0,0,54.55,Credit Card,Choice Taxi Association,,,,,,
ba09b9b6c67f544ea62f250b06354fda8e6a2b29,8423aff4ae55153cc18d090c35b73b5cb6376b828d836df8886249451810d8a4b4acfa0f02861c0042317ce2eec824fff308bab887c9adc461e38286a8d0ad78,5/4/2019 7:30:00,5/4/2019 7:30:00,310,0.88,,,,,5.75,0,0,0,5.75,Cash,Taxi Affiliation Service Yellow,,,,,,
ba01ed503436b8026ecc6463ea501e49bf8b1518,237a0889e04b6ab9609738d8b35485bce00cf600493d4e05acfd9c411576c764111e48834d150b65e5490945adf10be662e177693405dbfeab3462180ae2515c,5/11/2019 17:45:00,5/11/2019 18:00:00,1004,3.05,,,,,12,2.5,0,0,15,Credit Card,Flash Cab,,,,,,
